ID,appUserId,displayName,segment,loyaltyTier,loyaltyPoints,enrolledOn,consentMarketing,homeStore_ID
CUST00270,smart-app-00270,Sofia Iyer,Campus Regular,PLATINUM,2217,2026-01-10,True,WDF02
CUST00271,smart-app-00271,Ingrid Weber,Campus Regular,BRONZE,3659,2025-10-31,True,MUC01
CUST00272,smart-app-00272,Emilia Lindqvist,Lunch Crowd,BRONZE,3362,2025-06-05,True,STR01
CUST00273,smart-app-00273,Daniel Lindqvist,Occasional,BRONZE,3086,2025-05-07,True,BLN01
CUST00274,smart-app-00274,Lena Haddad,Lunch Crowd,BRONZE,470,2026-05-27,True,WDF02
CUST00275,smart-app-00275,Ravi Krause,Occasional,SILVER,2595,2026-03-10,True,HAM01
CUST00276,smart-app-00276,Elias Sommer,Late Shift,SILVER,4756,2025-05-10,True,STR01
CUST00277,smart-app-00277,Jan Lehmann,Early Commuter,BRONZE,2425,2025-03-31,False,HAM01
CUST00278,smart-app-00278,Sven Schulz,Lunch Crowd,SILVER,1065,2026-01-18,True,HAM01
CUST00279,smart-app-00279,Lukas Lindqvist,Campus Regular,BRONZE,4596,2025-06-10,True,WDF02
CUST00280,smart-app-00280,Hanna Roth,Late Shift,SILVER,4427,2025-03-14,True,HAM01
CUST00281,smart-app-00281,Felix Lehmann,Early Commuter,SILVER,2656,2025-09-16,False,BLN01
CUST00282,smart-app-00282,Nora Weber,Late Shift,BRONZE,1130,2025-12-31,True,STR01
CUST00283,smart-app-00283,Sofia Bauer,Lunch Crowd,GOLD,3223,2026-05-20,False,MUC01
CUST00284,smart-app-00284,Yuki Fischer,Campus Regular,PLATINUM,3832,2025-10-21,True,STR01
CUST00285,smart-app-00285,Omar Krause,Occasional,BRONZE,4142,2025-01-27,True,HAM01
CUST00286,smart-app-00286,Lukas Moreau,Late Shift,BRONZE,1649,2026-05-06,True,WDF02
CUST00287,smart-app-00287,Emilia Bauer,Late Shift,BRONZE,3667,2026-01-29,True,STR01
CUST00288,smart-app-00288,Elias Brandt,Early Commuter,BRONZE,2296,2025-01-02,False,MUC01
CUST00289,smart-app-00289,Emilia Schulz,Late Shift,BRONZE,98,2026-03-17,True,STR01
CUST00290,smart-app-00290,Nora Lindqvist,Early Commuter,PLATINUM,1841,2026-01-25,False,STR01
CUST00291,smart-app-00291,Anja Becker,Lunch Crowd,GOLD,2332,2025-05-23,True,BLN01
CUST00292,smart-app-00292,Fatima Iyer,Campus Regular,SILVER,4040,2025-04-06,False,WDF01
CUST00293,smart-app-00293,Marta Schneider,Fitness Focused,BRONZE,1132,2025-10-13,True,HAM01
CUST00294,smart-app-00294,Chen Haddad,Fitness Focused,BRONZE,1678,2025-06-26,False,HAM01
CUST00295,smart-app-00295,Lukas Meyer,Fitness Focused,BRONZE,4399,2026-01-19,True,MUC01
CUST00296,smart-app-00296,Ida Moreau,Campus Regular,BRONZE,3707,2025-08-09,True,HAM01
CUST00297,smart-app-00297,Daniel Meyer,Lunch Crowd,SILVER,1556,2025-02-07,False,WDF01
CUST00298,smart-app-00298,Ravi Roth,Fitness Focused,GOLD,2768,2026-06-10,True,WDF02
CUST00299,smart-app-00299,Chen Meyer,Fitness Focused,GOLD,603,2025-09-01,False,MUC01
CUST00300,smart-app-00300,Felix Schulz,Late Shift,BRONZE,664,2025-04-03,False,WDF01
CUST00301,smart-app-00301,Lena Kern,Early Commuter,GOLD,4582,2025-03-06,False,HAM01
CUST00302,smart-app-00302,Hanna Nakamura,Fitness Focused,BRONZE,2574,2025-12-31,True,STR01
CUST00303,smart-app-00303,Sven Weber,Fitness Focused,SILVER,3855,2026-03-10,False,HAM01
CUST00304,smart-app-00304,Yuki Schulz,Early Commuter,GOLD,382,2025-03-05,True,STR01
CUST00305,smart-app-00305,Felix Schneider,Early Commuter,PLATINUM,922,2026-02-20,False,MUC01
CUST00306,smart-app-00306,Aaron Sommer,Campus Regular,BRONZE,3057,2026-01-17,False,MUC01
CUST00307,smart-app-00307,Lena Lindqvist,Campus Regular,GOLD,4623,2026-02-04,False,STR01
CUST00308,smart-app-00308,Ravi Kern,Late Shift,SILVER,1406,2025-01-07,True,HAM01
CUST00309,smart-app-00309,Nora Lindqvist,Campus Regular,GOLD,4635,2025-02-07,True,MUC01
CUST00310,smart-app-00310,Emilia Kern,Lunch Crowd,GOLD,3553,2025-07-18,False,WDF02
CUST00311,smart-app-00311,Pablo Vogel,Occasional,PLATINUM,3229,2026-04-01,True,MUC01
CUST00312,smart-app-00312,Noah Krause,Occasional,BRONZE,2225,2025-10-12,True,MUC01
CUST00313,smart-app-00313,Tobias Meyer,Occasional,SILVER,2020,2025-12-14,True,WDF02
CUST00314,smart-app-00314,Sven Lehmann,Late Shift,GOLD,3013,2025-01-10,True,BLN01
CUST00315,smart-app-00315,Pablo Bauer,Early Commuter,BRONZE,3187,2026-05-05,True,WDF01
CUST00316,smart-app-00316,Felix Wagner,Early Commuter,BRONZE,491,2025-04-16,True,MUC01
CUST00317,smart-app-00317,Yuki Lindqvist,Early Commuter,BRONZE,16,2025-01-14,True,WDF01
CUST00318,smart-app-00318,Lukas Hoffmann,Campus Regular,SILVER,1514,2025-04-25,False,WDF02
CUST00319,smart-app-00319,Pablo Iyer,Campus Regular,PLATINUM,483,2025-11-11,True,WDF02
CUST00320,smart-app-00320,Daniel Schulz,Campus Regular,BRONZE,4335,2025-01-09,True,HAM01
CUST00321,smart-app-00321,Sven Brandt,Early Commuter,BRONZE,3543,2025-06-07,True,BLN01
CUST00322,smart-app-00322,Hanna Hoffmann,Fitness Focused,GOLD,1679,2026-05-29,True,BLN01
CUST00323,smart-app-00323,Nora Meyer,Late Shift,GOLD,1096,2025-05-22,False,WDF01
CUST00324,smart-app-00324,Jonas Wagner,Early Commuter,BRONZE,1150,2025-03-21,True,BLN01
CUST00325,smart-app-00325,Jonas Meyer,Lunch Crowd,BRONZE,1035,2025-05-02,False,MUC01
CUST00326,smart-app-00326,Sofia Iyer,Campus Regular,BRONZE,4677,2025-04-01,False,WDF02
CUST00327,smart-app-00327,Lena Schulz,Campus Regular,GOLD,335,2025-11-01,True,STR01
CUST00328,smart-app-00328,Yara Sommer,Early Commuter,BRONZE,3210,2025-02-26,True,HAM01
CUST00329,smart-app-00329,Emilia Nakamura,Campus Regular,SILVER,3871,2025-06-13,False,WDF01
CUST00330,smart-app-00330,Marta Bauer,Early Commuter,BRONZE,4381,2026-01-06,False,WDF02
CUST00331,smart-app-00331,Nora Lindqvist,Lunch Crowd,BRONZE,2018,2026-06-11,True,WDF02
CUST00332,smart-app-00332,Clara Vogel,Campus Regular,GOLD,1896,2025-01-27,False,HAM01
CUST00333,smart-app-00333,Aaron Becker,Lunch Crowd,SILVER,4698,2025-02-22,True,WDF01
CUST00334,smart-app-00334,Marta Nakamura,Occasional,BRONZE,2718,2025-06-15,False,HAM01
CUST00335,smart-app-00335,Nora Bauer,Late Shift,BRONZE,3695,2025-01-16,True,STR01
CUST00336,smart-app-00336,Hanna Meyer,Lunch Crowd,BRONZE,906,2025-01-27,True,MUC01
CUST00337,smart-app-00337,Noah Kern,Occasional,BRONZE,2542,2025-10-11,True,HAM01
CUST00338,smart-app-00338,Felix Schulz,Fitness Focused,BRONZE,3125,2025-12-28,True,HAM01
CUST00339,smart-app-00339,Yuki Becker,Early Commuter,SILVER,4599,2025-02-08,False,HAM01
CUST00340,smart-app-00340,Elias Sommer,Fitness Focused,SILVER,808,2025-11-09,True,MUC01
CUST00341,smart-app-00341,Chen Lehmann,Lunch Crowd,SILVER,3572,2025-04-11,True,WDF01
CUST00342,smart-app-00342,Aaron Iyer,Lunch Crowd,BRONZE,899,2025-11-02,False,HAM01
CUST00343,smart-app-00343,Daniel Iyer,Occasional,GOLD,271,2025-06-19,True,HAM01
CUST00344,smart-app-00344,Nora Schulz,Late Shift,BRONZE,3532,2025-03-17,True,WDF01
CUST00345,smart-app-00345,Tobias Schneider,Lunch Crowd,SILVER,4675,2025-01-11,False,WDF01
CUST00346,smart-app-00346,Ida Brandt,Late Shift,BRONZE,4648,2025-02-13,True,STR01
CUST00347,smart-app-00347,Elias Brandt,Early Commuter,BRONZE,1242,2026-06-03,False,BLN01
CUST00348,smart-app-00348,Fatima Meyer,Early Commuter,BRONZE,933,2025-02-22,True,BLN01
CUST00349,smart-app-00349,Mira Nakamura,Lunch Crowd,SILVER,110,2025-11-14,True,BLN01
CUST00350,smart-app-00350,Nora Moreau,Late Shift,BRONZE,770,2025-02-23,False,MUC01
CUST00351,smart-app-00351,Priya Haddad,Occasional,BRONZE,2679,2025-08-06,True,WDF02
CUST00352,smart-app-00352,Milan Weber,Late Shift,GOLD,3975,2025-04-03,True,WDF01
CUST00353,smart-app-00353,Emilia Hoffmann,Campus Regular,GOLD,4552,2025-01-15,True,MUC01
CUST00354,smart-app-00354,Noah Moreau,Early Commuter,BRONZE,639,2025-10-05,True,STR01
CUST00355,smart-app-00355,Anja Kern,Occasional,BRONZE,4460,2025-07-02,True,BLN01
CUST00356,smart-app-00356,Lena Kern,Occasional,BRONZE,1699,2025-02-20,False,BLN01
CUST00357,smart-app-00357,Yara Weber,Early Commuter,SILVER,1408,2025-12-19,False,HAM01
CUST00358,smart-app-00358,Priya Becker,Early Commuter,BRONZE,4122,2026-03-23,False,STR01
CUST00359,smart-app-00359,Yuki Lehmann,Fitness Focused,SILVER,1975,2025-02-19,True,STR01
CUST00360,smart-app-00360,Ravi Moreau,Late Shift,GOLD,72,2025-01-16,False,WDF01
CUST00361,smart-app-00361,Felix Iyer,Fitness Focused,BRONZE,761,2025-09-17,True,WDF01
CUST00362,smart-app-00362,Emilia Bauer,Lunch Crowd,PLATINUM,176,2025-05-16,True,MUC01
CUST00363,smart-app-00363,Pablo Lindqvist,Campus Regular,SILVER,3715,2025-07-18,True,BLN01
CUST00364,smart-app-00364,Pablo Moreau,Late Shift,SILVER,3961,2025-04-17,True,WDF01
CUST00365,smart-app-00365,Ravi Sommer,Lunch Crowd,SILVER,2268,2025-12-21,False,BLN01
CUST00366,smart-app-00366,Sofia Moreau,Fitness Focused,BRONZE,1609,2025-03-02,True,HAM01
CUST00367,smart-app-00367,Emilia Lindqvist,Early Commuter,PLATINUM,4052,2025-08-29,True,WDF01
CUST00368,smart-app-00368,Daniel Becker,Late Shift,BRONZE,3926,2025-02-21,True,HAM01
CUST00369,smart-app-00369,Milan Vogel,Early Commuter,BRONZE,355,2026-03-04,False,STR01
CUST00370,smart-app-00370,Ingrid Hoffmann,Lunch Crowd,SILVER,3339,2025-01-15,False,WDF01
CUST00371,smart-app-00371,Noah Novak,Lunch Crowd,PLATINUM,1514,2026-05-10,True,HAM01
CUST00372,smart-app-00372,Ida Iyer,Lunch Crowd,BRONZE,1736,2025-05-13,False,MUC01
CUST00373,smart-app-00373,Lukas Haddad,Campus Regular,SILVER,862,2025-11-03,True,MUC01
CUST00374,smart-app-00374,Yuki Wagner,Lunch Crowd,BRONZE,242,2026-06-03,True,WDF02
CUST00375,smart-app-00375,Noah Lehmann,Lunch Crowd,SILVER,1432,2025-01-28,True,WDF02
CUST00376,smart-app-00376,Anja Iyer,Lunch Crowd,BRONZE,2611,2025-04-16,True,MUC01
CUST00377,smart-app-00377,Sofia Nakamura,Lunch Crowd,SILVER,2412,2025-05-16,True,HAM01
CUST00378,smart-app-00378,Daniel Bauer,Occasional,GOLD,2170,2026-04-29,False,STR01
CUST00379,smart-app-00379,Felix Becker,Lunch Crowd,BRONZE,3,2025-06-24,True,WDF01
CUST00380,smart-app-00380,Pablo Lindqvist,Early Commuter,BRONZE,1166,2025-12-10,False,HAM01
CUST00381,smart-app-00381,Clara Nakamura,Campus Regular,SILVER,867,2025-07-18,True,HAM01
CUST00382,smart-app-00382,Noah Meyer,Lunch Crowd,PLATINUM,153,2025-09-05,False,WDF01
CUST00383,smart-app-00383,Daniel Roth,Early Commuter,BRONZE,4234,2026-05-25,True,STR01
CUST00384,smart-app-00384,Sofia Wagner,Late Shift,BRONZE,4368,2025-07-06,True,WDF01
CUST00385,smart-app-00385,Sven Fischer,Occasional,BRONZE,921,2026-06-21,True,MUC01
CUST00386,smart-app-00386,Tobias Krause,Campus Regular,BRONZE,4063,2025-09-22,True,STR01
CUST00387,smart-app-00387,Fatima Lindqvist,Early Commuter,BRONZE,1566,2026-02-23,True,WDF01
CUST00388,smart-app-00388,Priya Schneider,Occasional,BRONZE,1047,2025-03-24,True,BLN01
CUST00389,smart-app-00389,Sven Lehmann,Occasional,PLATINUM,817,2025-10-26,True,MUC01
CUST00390,smart-app-00390,Jonas Iyer,Fitness Focused,SILVER,2112,2025-07-05,True,WDF01
CUST00391,smart-app-00391,Omar Schulz,Late Shift,SILVER,2601,2025-03-30,True,HAM01
CUST00392,smart-app-00392,Mira Novak,Late Shift,BRONZE,4712,2025-08-19,True,MUC01
CUST00393,smart-app-00393,Priya Schulz,Occasional,BRONZE,1662,2025-11-24,False,WDF02
CUST00394,smart-app-00394,Pablo Becker,Fitness Focused,BRONZE,619,2025-08-25,True,MUC01
CUST00395,smart-app-00395,Omar Bauer,Occasional,GOLD,334,2026-03-19,False,HAM01
CUST00396,smart-app-00396,Noah Bauer,Late Shift,BRONZE,3312,2025-05-15,True,HAM01
CUST00397,smart-app-00397,Lena Schneider,Occasional,GOLD,2119,2025-08-16,False,STR01
CUST00398,smart-app-00398,Jonas Weber,Late Shift,BRONZE,2374,2025-04-02,False,WDF02
CUST00399,smart-app-00399,Hanna Becker,Campus Regular,GOLD,1351,2026-04-27,True,STR01
CUST00400,smart-app-00400,Milan Wagner,Occasional,SILVER,2892,2026-05-09,True,WDF01
CUST00401,smart-app-00401,Sven Lindqvist,Lunch Crowd,BRONZE,3761,2025-01-28,True,MUC01
CUST00402,smart-app-00402,Yuki Nakamura,Lunch Crowd,BRONZE,3261,2025-12-30,True,STR01
CUST00403,smart-app-00403,Ida Lindqvist,Early Commuter,GOLD,453,2025-12-24,False,BLN01
CUST00404,smart-app-00404,Emilia Hoffmann,Lunch Crowd,GOLD,1199,2026-04-16,False,MUC01
CUST00405,smart-app-00405,Chen Vogel,Occasional,SILVER,3008,2025-07-12,True,BLN01
CUST00406,smart-app-00406,Hanna Iyer,Early Commuter,BRONZE,1495,2025-04-27,False,WDF02
CUST00407,smart-app-00407,Priya Haddad,Early Commuter,BRONZE,2236,2025-04-24,True,WDF01
CUST00408,smart-app-00408,Lena Krause,Late Shift,SILVER,1883,2026-03-11,True,MUC01
CUST00409,smart-app-00409,Milan Vogel,Lunch Crowd,BRONZE,3904,2025-10-01,True,STR01
CUST00410,smart-app-00410,Noah Vogel,Occasional,SILVER,3606,2025-09-10,True,BLN01
CUST00411,smart-app-00411,Hanna Weber,Campus Regular,BRONZE,2487,2026-06-04,True,WDF02
CUST00412,smart-app-00412,Emilia Lehmann,Late Shift,SILVER,472,2025-05-20,False,BLN01
CUST00413,smart-app-00413,Yuki Hoffmann,Late Shift,BRONZE,4106,2025-07-05,True,WDF02
CUST00414,smart-app-00414,Sven Iyer,Early Commuter,BRONZE,4728,2025-12-07,True,STR01
CUST00415,smart-app-00415,Felix Krause,Fitness Focused,SILVER,1860,2025-12-29,True,STR01
CUST00416,smart-app-00416,Nora Brandt,Occasional,BRONZE,845,2026-04-21,True,MUC01
CUST00417,smart-app-00417,Noah Iyer,Occasional,BRONZE,1315,2026-03-28,False,WDF02
CUST00418,smart-app-00418,Mira Iyer,Fitness Focused,SILVER,1543,2025-01-14,False,BLN01
CUST00419,smart-app-00419,Noah Iyer,Late Shift,BRONZE,3874,2026-05-01,True,BLN01
CUST00420,smart-app-00420,Elias Lehmann,Campus Regular,BRONZE,1500,2025-07-02,True,HAM01
CUST00421,smart-app-00421,Hanna Iyer,Campus Regular,PLATINUM,2985,2025-11-16,True,HAM01
CUST00422,smart-app-00422,Priya Haddad,Lunch Crowd,SILVER,1975,2025-11-18,True,WDF01
CUST00423,smart-app-00423,Anja Lehmann,Lunch Crowd,BRONZE,2992,2025-11-23,True,WDF02
CUST00424,smart-app-00424,Ida Haddad,Lunch Crowd,SILVER,3284,2026-05-31,False,BLN01
CUST00425,smart-app-00425,Daniel Nakamura,Occasional,SILVER,2602,2026-01-06,True,STR01
CUST00426,smart-app-00426,Fatima Fischer,Late Shift,SILVER,1971,2026-06-12,False,WDF01
CUST00427,smart-app-00427,Anja Haddad,Campus Regular,GOLD,2156,2025-06-28,True,WDF01
CUST00428,smart-app-00428,Yara Brandt,Fitness Focused,GOLD,1388,2025-01-26,True,WDF01
CUST00429,smart-app-00429,Elias Schneider,Campus Regular,BRONZE,3523,2025-03-11,False,WDF02
CUST00430,smart-app-00430,Fatima Hoffmann,Late Shift,SILVER,2170,2025-05-28,False,BLN01
CUST00431,smart-app-00431,Ingrid Krause,Fitness Focused,BRONZE,3521,2026-04-25,False,STR01
CUST00432,smart-app-00432,Ida Haddad,Campus Regular,GOLD,1270,2025-08-20,False,WDF02
CUST00433,smart-app-00433,Jan Lindqvist,Occasional,PLATINUM,3517,2026-03-08,True,WDF02
CUST00434,smart-app-00434,Chen Schulz,Lunch Crowd,BRONZE,1650,2025-09-18,True,STR01
CUST00435,smart-app-00435,Omar Haddad,Early Commuter,BRONZE,551,2026-02-25,True,WDF02
CUST00436,smart-app-00436,Daniel Sommer,Occasional,BRONZE,3585,2025-08-12,False,WDF01
CUST00437,smart-app-00437,Yuki Wagner,Lunch Crowd,GOLD,1309,2025-10-20,True,WDF01
CUST00438,smart-app-00438,Marta Bauer,Fitness Focused,BRONZE,169,2026-01-06,True,STR01
CUST00439,smart-app-00439,Hanna Lehmann,Lunch Crowd,BRONZE,1787,2025-06-12,True,BLN01
CUST00440,smart-app-00440,Ravi Roth,Fitness Focused,BRONZE,3200,2025-05-09,True,WDF01
CUST00441,smart-app-00441,Marta Hoffmann,Late Shift,SILVER,780,2025-11-21,False,WDF01
CUST00442,smart-app-00442,Omar Kern,Early Commuter,SILVER,2670,2026-02-17,True,MUC01
CUST00443,smart-app-00443,Ingrid Krause,Lunch Crowd,BRONZE,330,2025-09-21,False,BLN01
CUST00444,smart-app-00444,Emilia Nakamura,Campus Regular,BRONZE,3462,2025-01-15,True,BLN01
CUST00445,smart-app-00445,Chen Lehmann,Campus Regular,SILVER,1950,2025-04-24,True,WDF02
CUST00446,smart-app-00446,Nora Roth,Lunch Crowd,GOLD,2291,2025-09-28,True,HAM01
CUST00447,smart-app-00447,Milan Lehmann,Late Shift,BRONZE,1870,2026-03-11,True,HAM01
CUST00448,smart-app-00448,Aaron Novak,Late Shift,SILVER,1080,2026-01-13,False,BLN01
CUST00449,smart-app-00449,Priya Sommer,Lunch Crowd,BRONZE,3714,2025-09-16,True,STR01
CUST00450,smart-app-00450,Clara Hoffmann,Campus Regular,BRONZE,914,2025-09-29,False,BLN01
CUST00451,smart-app-00451,Milan Nakamura,Late Shift,BRONZE,363,2025-03-12,False,BLN01
CUST00452,smart-app-00452,Ingrid Roth,Early Commuter,BRONZE,4739,2025-10-08,True,STR01
CUST00453,smart-app-00453,Mira Hoffmann,Lunch Crowd,GOLD,4043,2026-04-04,True,MUC01
CUST00454,smart-app-00454,Emilia Meyer,Campus Regular,BRONZE,3922,2025-11-25,False,WDF02
CUST00455,smart-app-00455,Noah Schulz,Occasional,BRONZE,1362,2025-02-12,True,WDF01
CUST00456,smart-app-00456,Ravi Weber,Late Shift,BRONZE,56,2026-01-17,True,WDF01
CUST00457,smart-app-00457,Elias Meyer,Early Commuter,BRONZE,4049,2025-01-05,True,WDF01
CUST00458,smart-app-00458,Chen Schneider,Occasional,SILVER,3492,2026-03-07,True,STR01
CUST00459,smart-app-00459,Anja Krause,Lunch Crowd,BRONZE,2032,2026-01-13,False,STR01
CUST00460,smart-app-00460,Priya Fischer,Lunch Crowd,BRONZE,3848,2025-06-04,True,BLN01
CUST00461,smart-app-00461,Chen Iyer,Late Shift,BRONZE,3632,2025-03-27,True,WDF02
CUST00462,smart-app-00462,Clara Novak,Late Shift,GOLD,4306,2025-11-16,False,WDF01
CUST00463,smart-app-00463,Omar Haddad,Fitness Focused,BRONZE,3697,2025-03-02,False,WDF01
CUST00464,smart-app-00464,Anja Schneider,Fitness Focused,GOLD,2448,2025-01-18,False,MUC01
CUST00465,smart-app-00465,Ida Nakamura,Occasional,BRONZE,2763,2025-02-28,True,BLN01
CUST00466,smart-app-00466,Felix Fischer,Early Commuter,GOLD,345,2025-09-20,False,WDF01
CUST00467,smart-app-00467,Fatima Lindqvist,Fitness Focused,BRONZE,642,2025-11-10,False,WDF02
CUST00468,smart-app-00468,Emilia Wagner,Fitness Focused,BRONZE,1872,2025-08-05,True,WDF01
CUST00469,smart-app-00469,Elias Brandt,Early Commuter,BRONZE,4077,2025-05-29,False,MUC01
CUST00470,smart-app-00470,Pablo Schulz,Early Commuter,SILVER,1524,2025-09-05,True,HAM01
CUST00471,smart-app-00471,Chen Lindqvist,Campus Regular,SILVER,3654,2025-08-01,False,MUC01
CUST00472,smart-app-00472,Clara Novak,Early Commuter,GOLD,1460,2025-07-01,True,HAM01
CUST00473,smart-app-00473,Tobias Bauer,Occasional,BRONZE,562,2025-05-02,True,STR01
CUST00474,smart-app-00474,Sofia Bauer,Lunch Crowd,GOLD,2920,2026-01-24,False,MUC01
CUST00475,smart-app-00475,Sven Kern,Late Shift,SILVER,4355,2025-11-21,True,MUC01
CUST00476,smart-app-00476,Milan Lindqvist,Fitness Focused,SILVER,2431,2026-02-18,True,STR01
CUST00477,smart-app-00477,Chen Wagner,Lunch Crowd,SILVER,4188,2025-01-26,True,MUC01
CUST00478,smart-app-00478,Omar Wagner,Late Shift,SILVER,2280,2025-09-24,True,BLN01
CUST00479,smart-app-00479,Omar Moreau,Early Commuter,GOLD,495,2026-01-05,False,WDF02
CUST00480,smart-app-00480,Jan Weber,Campus Regular,GOLD,2350,2025-04-22,False,STR01
